adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,softcore,name,vote_average,vote_count
False,/4YnAZ1KO9goeS4c06VO7HXiO3oO.jpg,"[10765, 18, 9648]",47640,['US'],en,The Strain,"A high concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Eph, his team, and an assembly of everyday New Yorkers, wage war for the fate of humanity itself.",119.9832,/2BWErT9QcADpf2G4BZ769eSnFTP.jpg,2014-07-13,False,The Strain,7.5,2060
False,/nSJvwZziYaGMbftSDQqQ5GIb47a.jpg,"[18, 10765]",39272,['US'],en,Once Upon a Time,"There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.",131.0398,/u95scYysMZvBoekSLmMNJjeqXcY.jpg,2011-10-23,False,Once Upon a Time,7.396,2549
False,/3vTvRwMtwOzB0QLbOLIOArpQP0F.jpg,[18],288024,['IN'],bn,Pherari Mon,Gender bias and betrayal force Tulsi to infiltrate Agni's life. Will she win her battle?,122.8217,/wdft7FxBdrIMAmPsobNInZ5mYoQ.jpg,2022-11-07,False,Pherari Mon,0.0,0
False,Tidak tersedia,[10767],27213,['US'],en,The Late Late Show with Craig Kilborn,"Craig Kilborn hosted this zany talk show, which followed David Letterman's show, from 1999 until 2004. Kilborn left The Daily Show in 1999 to be this show's host after Tom Synder retired. The segment ""5 Questions"" was carried over from when he was on The Daily Show. Kilborn was frequently beaten in the ratings by his NBC timeslot rival, Conan O'Brien. Kilborn left The Late Late Show to pursue new opportunities.",129.9498,/2fABKyKKX6r4FUuCjd7qKmgNOID.jpg,1999-03-30,False,The Late Late Show with Craig Kilborn,5.265,17
False,/4CSdS9p0AhLhxCo1hGuQINiE2Sa.jpg,"[16, 35, 10751]",2122,['US'],en,King of the Hill,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",127.5512,/e2xyMapmYgv4AuSoSDv9Y4pQlD6.jpg,1997-01-12,False,King of the Hill,7.4,700
False,/4FqKFhF4BrNsrK3EdRpVJofVqCp.jpg,"[35, 10751]",3452,['US'],en,Frasier,"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.",135.9512,/gYAb6GCVEFsU9hzMCG5rxaxoIv3.jpg,1993-09-16,False,Frasier,7.7,939
False,/eBoBenOIiQA9i9pkoZ25poBgCg9.jpg,"[80, 18]",37971,['DE'],de,Der Alte,"A police department, lead by an older, experienced detective solve crimes together.",136.7729,/mdgVarlF8LQgFFQMpUXTyb0EM9T.jpg,1977-04-11,False,The Old Fox,6.3,20
False,/bIHCUqaapZdRjd2kzSDiwzYyrpC.jpg,"[16, 10759, 35, 10751, 10765]",45140,['US'],en,Teen Titans Go!,"Robin, Starfire, Raven, Beast Boy and Cyborg return in all-new, comedic adventures. They may be super heroes who save the world every day ... but somebody still has to do the laundry!",125.0742,/kPKAigYUlWRpnfo4Ptiwlz4FWXU.jpg,2013-04-23,False,Teen Titans Go!,6.4,734
False,/or0E36KfzJYZwqXeiCfm1JgepKF.jpg,[18],37680,['US'],en,Suits,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",132.4269,/vQiryp6LioFxQThywxbC6TuoDjy.jpg,2011-06-23,False,Suits,8.221,5917
False,/w00lfexrsOeR25dO4hsWhbcUnmD.jpg,"[9648, 10765, 80]",4087,['US'],en,The X-Files,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries that debunk Mulder's work and thus return him to mainstream cases.",134.7001,/rcBx0p8h51LHceyhquYMxbspJQu.jpg,1993-09-10,False,The X-Files,8.369,3720
False,/cakRVxJh1MI8Sj3aJ1f75uvUSze.jpg,"[80, 9648, 10764]",74561,['CN'],zh,明星大侦探,"The cast is introduced to the settings and suspects of a murder case for the new episode. The cast then chooses their role in the episode, as a particular suspect or the detective.",117.4611,/dmWr4vJgvGMH8m60fuTh0wzYGde.jpg,2016-03-27,False,Who's the Murderer,8.563,16
False,/lqDlYLNA0RdMXDiz70lU8Ib1nwW.jpg,"[18, 35, 80]",8590,['FR'],fr,Plus belle la vie,"The daily lives of the inhabitants of ""le Mistral"", an imaginary neighbourhood in the Mediterranean port city of Marseille, where wealthy families cross paths with the less than rich.",129.6577,/jmU8HlTDn87xmRqXagcL2swDr8I.jpg,2004-08-30,False,Plus belle la vie,4.4,38
False,/cchlQWYrnMPyl1EbjZWCzeAz8l5.jpg,"[18, 35, 10751, 10766]",36361,['CZ'],cs,Ulice,"Ulice is a Czech soap opera produced and broadcast by Nova. In the Czech language Ulice means street.

The show describes the lives of the Farský, Jordán, Boháč, Nikl, and Liška families and many other people that live in Prague. Their daily battle against real problems of living in a modern world like divorce, love, betrayal and illness or disease. Ulice often shows crime.",123.345,/zBEHcmVe87YjfI8SmIYkiDtX35I.jpg,2005-09-05,False,Ulice,4.892,37
False,/3G6Vdl588eIKkVGJiMaeYag83Fc.jpg,"[35, 18, 10751]",121513,['CN'],cn,外来媳妇本地郎,"Kang's Family; Migrant Wives, Local Husbands (Chinese: 外来媳妇本地郎 is a Cantonese sitcom produced by Guangdong Radio and Television. Filming began on April 18, 2000, and has been broadcast on GRT Pearl River Channel since November 4, 2000, with two episodes on Saturdays and Sundays at 19:00. It is the longest-running and most frequently aired sitcom in Chinese television history. As of May 15, 2021, the show has aired more than 4,000 episodes.",117.8634,/yubXCrUPIc83Nk53gYARF49rOYV.jpg,2000-11-04,False,Kang's Family,10.0,3
False,/oBUwRT7TbhTeFFTguY1s8RmmJpW.jpg,[10764],10160,['US'],en,Big Brother,"American version of the reality game show which follows a group of HouseGuests living together 24 hours a day in the ""Big Brother"" house, isolated from the outside world but under constant surveillance with no privacy for three months.",130.0452,/kvuNuOJSiPSBY1FDQHFGz1PIWUe.jpg,2000-07-05,False,Big Brother,4.839,273
False,/qpin8cASXEVtwhzNsprHYFiOAGk.jpg,"[16, 10765, 10759]",95479,['JP'],ja,呪術廻戦,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",128.0374,/6qQzMJG27XOJsyAEEIisoJB45j2.jpg,2020-10-03,False,JUJUTSU KAISEN,8.579,4665
False,/be6mDIMv7cg8duWkcYVnTB8rphO.jpg,"[10759, 18, 80]",1973,['US'],en,24,"Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.",152.7008,/iq6yrZ5LEDXf1ArCOYLq8PIUBpV.jpg,2001-11-06,False,24,7.778,1888
False,/z3BkMbCy5ajZPMyKEUwsPHuz2cV.jpg,[18],250307,['US'],en,The Pitt,The staff of Pittsburgh's Trauma Medical Center work around the clock to save lives in an overcrowded and underfunded emergency department.,125.0901,/kvFSpESyBZMjaeOJDx7RS3P1jey.jpg,2025-01-09,False,The Pitt,8.737,976
False,/2ykLpdtlZSnNeYHSGP5PtRqgSfU.jpg,"[18, 35]",120454,"['DE', 'US']",de,Spotlight,"The students at the Berlin School of Arts share a dream: success on the big stage—whether as dancers, singers, musicians, actors, or comedians. At the BSA, they inch closer to that goal every day. Yet, at the same time, they are just ordinary teenagers. They discover that success doesn't simply fall into one's lap; instead, every day demands hard work. On top of that, the school must contend with adversaries like Manuel Kanz and Mysterius. The series also addresses typical teenage issues—parents, friendships, puberty, rejection, and loneliness—as well as the fundamental question: ""Who am I, and who do I want to be?""",108.1117,/w06r2rsRi8HcyQQhI2WafkTlFof.jpg,2016-09-26,False,Spotlight,6.2,2
False,/2o0cVL6fOa06aXd5xogZhD1h4ce.jpg,"[10766, 18]",14686,['DE'],de,Alles was zählt,"Alles was zählt is a German television soap opera first broadcast on RTL on September 4, 2006. The original plot revolved around Diana Sommer's dream to become a world class ice skater. She fell in love with Julian Herzog, who signed her at the prestigious Steinkamp Sport and Wellness Center, run by the unscrupulous Steinkamp dynasty. Diana and Julian eventually became a couple, but in November 2007, Julian suffered a brain hemorrhage and died during their wedding. Diana remained in Essen until January 2009, when she left to join a skating centre in Halle. The story continues to revolve around the Steinkamp Sport and Wellness Centre and its quest to become a sporting powerhouse, as well as the lives of the characters who work at and around the Centre.",111.2614,/2qup6w78HhDiSii7v8vYgfEsz6E.jpg,2006-09-04,False,Alles was zählt,4.875,8
False,/f3cin9kOz4nOrlYEMxGFQhv4bdN.jpg,[18],71712,['US'],en,The Good Doctor,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",129.2397,/luhKkdD80qe62fwop6sdrXK9jUT.jpg,2017-09-25,False,The Good Doctor,8.452,12939
False,/577eXC8wFQT0eUrJcgznSiFPRmk.jpg,"[10765, 18, 10759]",94997,['US'],en,House of the Dragon,"The Targaryen dynasty is at the absolute apex of its power, with more than 15 dragons under their yoke. Most empires crumble from such heights. In the case of the Targaryens, their slow fall begins when King Viserys breaks with a century of tradition by naming his daughter Rhaenyra heir to the Iron Throne. But when Viserys later fathers a son, the court is shocked when Rhaenyra retains her status as his heir, and seeds of division sow friction across the realm.",124.5466,/7V0Ebks0GgpKvQ7QbLAIdX5dos4.jpg,2022-08-21,False,House of the Dragon,8.382,7141
False,/ojyo33io8HGxNCRg21Z1o87YEZX.jpg,"[10759, 18, 10768]",71789,['US'],en,SEAL Team,"Military drama following the professional and personal lives of the most elite unit of Navy SEALs as they train, plan and execute the most dangerous, high stakes missions our country can ask of them.",122.8957,/6iSnec83UEMgLOXAtGYwaVNHLjR.jpg,2017-09-27,False,SEAL Team,8.036,1678
False,/3iwDkSURu4dhPUOpdB91QsV16OJ.jpg,[10767],71633,['PT'],pt,Alta Definição,"In Alta Definição, Daniel Oliveira interviews one guest every week with an intimate approach.",118.3282,/mIX6TfwLWV7P3Sv86xrqVADrqWE.jpg,2009-09-12,False,Alta Definição,7.2,4
False,/13kblIK8DnxMurcRDkeyy2sGR7v.jpg,"[10759, 18, 10768]",44217,['CA'],en,Vikings,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",127.6358,/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,2013-03-03,False,Vikings,8.101,7897
False,/2jzrUm0vGW2TqJPds1PfZVRYrh7.jpg,"[10766, 18, 80]",1871,['GB'],en,EastEnders,"The everyday lives of working-class residents of Albert Square, a traditional Victorian square of terrace houses surrounding a park in the East End of London's Walford borough.",125.9783,/ETFWCToRFx45vNAsNexh31ufSE.jpg,1985-02-19,False,EastEnders,4.2,229
False,/q9unI9oHyLUNK97RQPYAGjFs4Xu.jpg,"[35, 10767]",4573,['US'],en,Late Night with Conan O'Brien,"Stepping into the late-late slot vacated by David Letterman, Conan O'Brien stars in a show that far outdoes its competition in sheer strangeness. Along with the celebrity interviews and musical numbers typical of late-night talk shows, this program make frequent use of odd walk-on characters and frequent ""visits"" from celebrity guests.",122.9272,/gJZ1rhLLFpatuAeylJoUI82DKC7.jpg,1993-09-13,False,Late Night with Conan O'Brien,7.32,167
False,/x2jNLrYw1s9i6kihEJqsBQgs9nR.jpg,[18],62650,['US'],en,Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",126.5462,/9eym662FRJJb9wdgCiDKPDciZzf.jpg,2015-11-17,False,Chicago Med,8.257,1278
False,/bq28ajZaoMyzEIm6REelqyqtEDZ.jpg,"[10765, 10759]",76479,['US'],en,The Boys,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,126.7382,/in1R2dDc421JxsoRWaIIAqVI2KE.jpg,2019-07-25,False,The Boys,8.432,13449
False,/1UkDX6CK8hJ0oUtUycDTp5Vh9wO.jpg,"[10759, 80, 10765]",1411,['US'],en,Person of Interest,"John Reese, former CIA paramilitary operative, is presumed dead and teams up with reclusive billionaire Finch to prevent violent crimes in New York City by initiating their own type of justice. With the special training that Reese has had in Covert Operations and Finch's genius software inventing mind, the two are a perfect match for the job that they have to complete. With the help of surveillance equipment, they work ""outside the law"" and get the right criminal behind bars. ",127.5709,/f8aIvYk5h7Z8EP3dinCmVgQFYow.jpg,2011-09-22,False,Person of Interest,8.097,2165
False,/jR4GKwQADfOQ2twiUtTmWpsUJVi.jpg,[10764],40605,['DE'],de,Die Harald Schmidt Show,"The Harald Schmidt Show is a German late night talk show hosted on Sky Deutschland by comedian Harald Schmidt. The show first aired from 5 December 1995 to 23 December 2003 on Sat.1. Schmidt then moved his show to Das Erste as Harald Schmidt and Schmidt & Pocher, but he returned to Sat.1 on 13 September 2011. After cancellation on Sat.1, the show continued on Sky Deutschland in September 2012.",120.8484,/lQcE1AzjDP5zJRUW76PMRn7ai9W.jpg,1995-12-05,False,Die Harald Schmidt Show,7.405,21
False,/z67lpMtm8YGykJO4p89meuNMvj8.jpg,"[16, 80, 9648, 35]",30983,['JP'],ja,名探偵コナン,"The son of a world famous mystery writer, Jimmy Kudo, has achieved his own notoriety by assisting the local police as a student detective. He has always been able to solve the most difficult of criminal cases using his wits and power of reason.",118.4096,/iHfA63x7rFaWbP2C832uCe2r0zy.jpg,1996-01-08,False,Detective Conan,8.01,788
False,/7OrV2aAH5Yp7hA9zCCvUloLvZtl.jpg,"[16, 10762]",57532,['US'],en,PAW Patrol,"Marshall, Rocky, Rubble, Zuma and Skye are doing their best to protect the people of their town. Led by Ryder, a tech-savvy 10-year-old boy, each of them is equipped with special equipment and together they help anyone who finds themselves in trouble. No task is too big for them and no puppy is too small.",106.4683,/8HXkgUBO5OF8ZK9XbY69RM4S5rv.jpg,2013-08-12,False,PAW Patrol,7.0,820
False,/yUOFocKDW7MCC5isx4FK8A68QFp.jpg,"[9648, 10759, 18]",4607,['US'],en,Lost,"Stripped of everything, the survivors of a horrific plane crash must work together to stay alive. But the island holds many secrets.",123.7593,/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg,2004-09-22,False,Lost,7.961,5344
False,/9daf0KXr3xUkMt2NCI0ZhDIZJEa.jpg,[10766],12415,['ZA'],af,Egoli: Place of Gold,"A South African television soap opera created by Franz Marx which revolves around the daily ups, downs, trials and tribulations of a handful of families in and around Johannesburg (which is often referred to as eGoli - the City of Gold)",117.8617,/l8ivo9sEkKrLYRsNeyaVmAbH0eg.jpg,1992-04-06,False,Egoli: Place of Gold,7.2,5
False,/3f8aW6vcYRP6mTZdgXm83BiuB9t.jpg,[35],1100,['US'],en,How I Met Your Mother,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,122.4063,/b34jPzmB0wZy7EjUZoleXOl2RRI.jpg,2005-09-19,False,How I Met Your Mother,8.118,5961
False,/yOyzlRw54oYaGvhUBdPr7TFwtrX.jpg,"[10765, 10759]",4629,"['US', 'CA']",en,Stargate SG-1,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",124.0792,/dQjmI7XxI47v8IM2MUysHG0LuU2.jpg,1997-07-27,False,Stargate SG-1,8.267,1903
False,/3oZgE4220UrqaaiZXxz5MtNCVxJ.jpg,[10764],12513,['ES'],es,Operación triunfo,"Reality-show talent contest aimed to find the country's next solo singing sensation, putting a selection of hopefuls through their paces by getting them to sing a variety of cover versions of popular songs, with tutoring from various professionals.",92.0528,/8Qfq22zP5PeUKJfN5bFPFJtJz5i.jpg,2001-10-22,False,Operación triunfo,6.667,24
False,/ynSOcgDLZfdLCZfRSYZGiTgYJVo.jpg,"[37, 18]",73586,['US'],en,Yellowstone,"Follow the violent world of the Dutton family, who controls the largest contiguous ranch in the United States. Led by their patriarch John Dutton, the family defends their property against constant attack by land developers, an Indian reservation, and America’s first National Park.",116.2397,/peNC0eyc3TQJa6x4TdKcBPNP4t0.jpg,2018-06-20,False,Yellowstone,8.271,3341
False,/2mx486cRnUIm8PfV3D2CuVv5Z4L.jpg,"[10751, 10759, 10765]",25406,"['US', 'TR']",en,Jason and the Argonauts,"At a young age, Jason witnesses the brutal deposement and murder of his father at the hands of his uncle Pelias. Twenty years later, Jason returns home to claim his rightful place as king, but Pelias orders him to be executed, and in order to save himself Jason is forced to go on a dangerous quest to find the legendary Golden Fleece. So Jason gathers a motley crew of men and sets sail on the Argos.",106.3282,/pYXkdXyqnmKFf01Yi6MkbfMczhv.jpg,2000-05-07,False,Jason and the Argonauts,6.494,77
False,/6VR8b4e2XsPeIz4HWCLafi8PNAW.jpg,"[10766, 18]",1028,['GB'],en,Holby City,"Drama series about life on the wards of Holby City Hospital, following the highs and lows of the staff and patients.",115.7163,/rDlIwW4NEUDNyrlaxrJeO63VrRO.jpg,1999-01-12,False,Holby City,5.8,48
False,/ueZFcwAUvkjyAB9beaiqJyg0M8H.jpg,"[35, 18, 9648, 10765]",1981,['US'],en,Charmed,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",124.8229,/z4bPJ1BWU2EtV69NII2GVvsugQ2.jpg,1998-10-07,False,Charmed,8.16,2585
False,/9PBVvl5o88WyKoynCYsws9jkGAl.jpg,"[80, 9648, 10759, 18]",2593,['US'],en,Without a Trace,The series follows the ventures of a Missing Persons Unit of the FBI in New York City.,127.1594,/iNhE283iY7xtS8zCjhSxpTfOzn0.jpg,2002-09-26,False,Without a Trace,7.226,283
False,/5F0HVEgkgP99fEWDjPyikGt9jQi.jpg,"[16, 10759, 10765]",46260,['JP'],ja,ナルト,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.",117.744,/xppeysfvDKVx775MFuH8Z9BlpMk.jpg,2002-10-03,False,Naruto,8.362,6123
False,/vrLDuQ5L45f7vFWpMT17WopdWx0.jpg,"[10764, 10767]",72896,['KR'],ko,미운 우리 새끼,"How much do you know about your grown up son? In Mom’s Diary, the daily lives of the grown up celebrity sons are closely observed by their mothers. Do you know why your son drinks so much these days? How much do you know about your son’s philosophy in his life style? Heart-warming moments of observational communication between a mother and a son can be seen on Mom’s Diary.",107.7271,/fgeWRIiigNHLxy3qEzM0HqNcFHT.jpg,2016-08-26,False,My Little Old Boy,7.0,10
False,Tidak tersedia,[35],209992,['CO'],es,N.N.,"Colombian Sitcom focused on the adventures and misadventures of Nerón Navarrete,(A.K.A. ""NN"") a nice and playful gambler with huge desire to overcome, which comes from the countryside to the city. His clumsiness, because of many contradictions, only equal to the tenderness of her character, always polite, which makes engaging in all sorts of crazy situations in their quest to conquer the world.",80.0464,Tidak tersedia,1990-08-11,False,N.N.,7.0,1
False,/u2K2hyUSds4KzOegsC8Eon9oNf2.jpg,[35],2710,['US'],en,It's Always Sunny in Philadelphia,"Four egocentric friends run a neighborhood Irish pub in Philadelphia and try to find their way through the adult world of work and relationships. Unfortunately, their warped views and precarious judgments often lead them to trouble, creating a myriad of uncomfortable situations that usually only get worse before they get better.",115.6046,/o0tMMK33JqmtpcWw0H41cEr9xQB.jpg,2005-08-04,False,It's Always Sunny in Philadelphia,8.262,1411
False,/eWYsiQpa6WkW0cJWRdb6hIjfAoM.jpg,"[10763, 10767]",49497,['TR'],tr,Siyaset Meydanı,,100.2899,/5OMGxnxXUqptJaCzeOBkRJWkKlK.jpg,1994-02-06,False,Siyaset Meydanı,4.5,2
False,/fmFsm4dq02k2Xxs7M887unPAiXd.jpg,"[18, 10765, 10766]",2883,['US'],en,Dark Shadows,"Dark Shadows is an American gothic soap opera that originally aired weekdays on the ABC television network, from June 27, 1966, to April 2, 1971. The show was created by Dan Curtis. The story bible, which was written by Art Wallace, does not mention any supernatural elements. It was unprecedented in daytime television when ghosts were introduced about six months after it began.

The series became hugely popular when vampire Barnabas Collins appeared a year into its run. Dark Shadows also featured werewolves, zombies, man-made monsters, witches, warlocks, time travel, and a parallel universe. A small company of actors each played many roles; indeed, as actors came and went, some characters were played by more than one actor. Major writers besides Art Wallace included Malcolm Marmorstein, Sam Hall, Gordon Russell, and Violet Welles.",114.3948,/eRtnI7qTJIiPUmlY3J8TTM3jlT7.jpg,1966-06-27,False,Dark Shadows,7.321,95
False,/vuajwjep1FxphPhMEWKv4bfrCnf.jpg,"[16, 35]",57775,['JP'],ja,ちびまる子ちゃん,"Meet Maruko, a sweet schoolgirl with a hefty dose of curiosity (and occasional laziness!). She sails through life in a cozy town alongside her loving parents, grandparents, and sister. Maruko has a band of loyal friends, including her closest pal, Tama-chan, but her playful and doting grandpa is at the heart of it all. Life is never dull in this charming series.",122.8627,/bfn54AAMuh47IFqeoco0jgeVH1a.jpg,1990-01-07,False,Chibi Maruko-chan,7.8,24
False,/cXdgnKWFwhEreRW9k6tZhyIVEqq.jpg,"[35, 18, 10751]",84791,['HK'],cn,愛·回家,"MA FU, a retired employee of the HK Correctional Services Department, moved back to live with his son after retirement. MA FU treats and disciplines everyone in his family as if they were the offenders he works with in his job. His youngest son MA CHONG feels like he's in jail when he gets home, and his father is even often involved with his job as a paralegal. The father and son get into disputes daily and his elder brother MA KEUNG and his wife LO LAI SEUNG are often stuck in between and have to settle the disputes. The couple also holds the heavy responsibility of raising their kids. Three generations in the MA family all live together and encounter different situations, experiences and system of values.",91.3804,/nQwKCmgbpjb3wIf816t4WNgxzcR.jpg,2012-05-14,False,Come Home Love,8.0,1
False,/nlDBlCtorM7nx130wYnfR5ZmyLX.jpg,"[35, 10751, 18]",71728,['US'],en,Young Sheldon,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",114.3268,/kidkbZRBGbsEIrX7pODRSKi9ipl.jpg,2017-09-25,False,Young Sheldon,8.026,3100
False,/o82rmThq339zBdO8Bd3gUyBic0o.jpg,[10764],80736,['KR'],ko,전지적 참견 시점,"We will get involved in every little detail of the stars’ lives. The managers who work closely with the stars reveal their mundane lives. Once the information is all revealed, the professional meddlers from various different fields are invited to make comments regarding even the smallest details. Lee Yeong Ja, Jun Hyun Moo, Song Eun I, Kim Saeng Min, Yang Se Hyeong and Yoo Byung Jae participate as the life meddlers along with the professionals.",92.6715,/jASfIetUKhrbqEEKBnjRjjgfuGK.jpg,2018-03-10,False,The Manager,5.5,6
False,/q8fmM50In8xGVW0iYoENPa71kAA.jpg,[10764],1636,['GB'],en,Top of the Pops,"The biggest stars, the most iconic performances, the most outrageous outfits – it’s Britain’s number one pop show.",111.682,/zRbkCnOYmz6dogqEaAN3COSovll.jpg,1964-01-01,False,Top of the Pops,6.6,44
False,Tidak tersedia,"[35, 10767]",243510,['RU'],ru,Comedy Баттл,"Humor is born on the stage, which, it seems, decides for itself who is worthy to stand on it. If the performance is not successful for the participant, the floor under his feet leans forward. At first, a little, but then another joke didn't work, and the corner becomes steeper, and after another failure, the head is occupied with completely unfunny thoughts - to hold on. And this is not the only technical surprise that awaits the contenders for victory: for bad jokes, participants receive a special mechanical ""paw"" on the fifth point.",98.0594,/9yGWsAFqIHZCiswcNuxMjWPbyOt.jpg,2010-08-28,False,Comedy Battle,4.0,2
False,/2AVPwdHJsF044jT39akgLxxv2zx.jpg,"[16, 35]",32726,['US'],en,Bob's Burgers,"Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",115.5549,/iIHsQe3Qjs3NH62HdamyQEPeqTR.jpg,2011-01-09,False,Bob's Burgers,7.834,1141
False,/iq4BjyVsDxzg24XnjoGP0Xi2Tz5.jpg,"[9648, 18, 80]",4177,['US'],en,Perry Mason,The cases of master criminal defense attorney Perry Mason and his staff who handled the most difficult of cases in the aid of the innocent.,118.7825,/sK6JvgNFP1ClT4aF4nPAZiDpAdk.jpg,1957-09-21,False,Perry Mason,7.705,139
False,/4NRBKA8qVzCvuD3WeLieiLGmIjm.jpg,[16],95897,['JP'],ja,おーばーふろぉ,"Kazushi Sudou is a university student who is visited by his two childhood friends, the sisters Ayane and Kotone Shirakawa. When Ayane discovers that Kazushi not only forgot to buy her pudding but is also using her special lotion in the bath, she decides to take revenge and join Kazushi in his bath along with Kotone. Will the perverted Kazushi be able to remain indifferent to them both?",112.0935,/8RtwL5gxUvh9YViqjhNlVRvJpum.jpg,2020-01-06,False,Overflow,7.5,95
False,/7sJrNKwzyJWnFPFpDL9wnZ859LZ.jpg,"[18, 9648, 80]",1415,['US'],en,Elementary,"A modern-day drama about a crime-solving duo that cracks the NYPD's most impossible cases. Following his fall from grace in London and a stint in rehab, eccentric Sherlock escapes to Manhattan where his wealthy father forces him to live with his worst nightmare - a sober companion, Dr. Watson.",118.4025,/q9dObe29W4bDpgzUfOOH3ZnzDbR.jpg,2012-09-27,False,Elementary,7.634,1898
False,/eciikZDLyEBQanGh3zpGNuYHtQ3.jpg,"[9648, 80, 18]",484,['US'],en,"Murder, She Wrote",An unassuming mystery writer turned sleuth uses her professional insight to help solve real-life homicide cases.,113.4687,/3UxBFG4fiuZ0P9n2sCrjXh64Avy.jpg,1984-09-30,False,"Murder, She Wrote",7.521,471
False,/qmliLoo6GVheM2FihatlAXxCKyF.jpg,"[10765, 10759, 18, 9648]",655,['US'],en,Star Trek: The Next Generation,"Follow the intergalactic adventures of Capt. Jean-Luc Picard and his loyal crew aboard the all-new USS Enterprise NCC-1701D, as they explore new worlds.",119.8121,/vkLzXddgUKH5VcpnYiRzpJFrZhz.jpg,1987-09-28,False,Star Trek: The Next Generation,8.382,1856
False,Tidak tersedia,"[10763, 10767]",37288,['DE'],de,Morgenmagazin,,114.1291,/aJlCBcmAE4xvLGR1xFMMB3rd1GI.jpg,1992-07-19,False,Morgenmagazin,5.3,3
False,/nG2im8JKKNB6dXg9ZmVTuiYqFJI.jpg,"[10766, 18]",14610,['FI'],fi,Salatut elämät,Salatut elämät (Secret Lives) is a Finnish television soap opera that premiered on MTV3 on 25 January 1999. The series' storylines follow the daily lives of several families who live in the same apartment block in Helsinki.,111.461,/ugYAGyxwajuplDUUYT8Bzbj8eNR.jpg,1999-01-25,False,Secret Lives,4.2,23
